Title,Korean Title,Translated Title,Year,Link,Review,Rating,Image,Score,Synopsis,Genres,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
The Judge from Hell,지옥에서 온 판사,The Judge From Hell,2024,https://mydramalist.com/758169-the-judge-from-hell,"A pretty interesting drama. It’s an enemy to lovers story with a twist. The twist being that they are actually legitimate enemies: her a corrupt judge who gives murderers light sentences and him a homicide detective who wants to put the murderers in prison. The next twist is that she’s actually a demon who has to kill the murderers and send them to hell, which is why she needs to let them off easy in court. I liked the creative way the show called attention to corruption in the justice system while also developing the cat and mouse game between the two leads for the first half of the show.

But in the later episodes — after the fake out of the male lead dying — it lost me. There were a lot of plot holes and loose ends, and what chemistry the two leads had at the beginning with the enemies tension was totally gone by the end. Overall it was still a fun show, but I dont think it was amazing as some people made it out to be.",8.0,https://i.mydramalist.com/jQ37oy_4t.jpg,8.6,"Kang Bit Na is an elite judge with a beautiful appearance, but she is a demon. Her mission as a demon is to kill evil people who lead other people to their deaths and don't reflect on their actions. She sends these people to Hell afterwards. One day, Kang Bit Na meets Han Da On. He has a friendly and gentle personality. As a detective, his mind is sharp and he has a keen sense of observation. But he carries a pain inside that nobody knows about. After Kang Bit Na and Han Da On meet each other, their lives change greatly. (Source: AsianWiki; edited by MyDramaList)","['Thriller', 'Mystery', 'Romance', 'Fantasy']","['pretty', 'interesting', 'drama', 'enemy', 'lover', 'story', 'twist', 'twist', 'actually', 'legitimate', 'enemy', 'corrupt', 'judge', 'give', 'murderer', 'light', 'sentence', 'homicide', 'detective', 'want', 'put', 'murderer', 'prison', 'next', 'twist', 'shes', 'actually', 'demon', 'kill', 'murderer', 'send', 'hell', 'need', 'let', 'easy', 'court', 'liked', 'creative', 'way', 'show', 'called', 'attention', 'corruption', 'justice', 'system', 'also', 'developing', 'cat', 'mouse', 'game', 'two', 'lead', 'first', 'half', 'show', 'later', 'episode', 'fake', 'male', 'lead', 'dying', 'lost', 'lot', 'plot', 'hole', 'loose', 'end', 'chemistry', 'two', 'lead', 'beginning', 'enemy', 'tension', 'totally', 'gone', 'end', 'overall', 'still', 'fun', 'show', 'dont', 'think', 'amazing', 'people', 'made']",0.10862470862470865,,,,0.13126602564102566,,,,,,,,0.12838612368024133,0.22849358974358974,0.1538817663817664,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0
The King's Affection,연모,Affection,2021,https://mydramalist.com/683673-affection,"Great acting, solid plot, cute romance, could be slightly boring at times but overall good pacing. Fun twist to a historical drama. Rowoon is great. As usual.",8.5,https://i.mydramalist.com/XVVjx_4t.jpg,8.3,"Set during the Joseon Dynasty, the story follows twins born to the Crown Princess Consort, who orders the death of the daughter due to superstition. To save her, the baby girl is secretly sent away. Years later, Dam I, the twin daughter, returns to the palace as a maid. After her brother, Lee Hwi, dies in a case of mistaken identity, their mother persuades Dam I to assume his identity. As she keeps her distance from others, Dam I begins to develop feelings for Jung Ji Un, her first love and later her teacher from a noble family. (Source: MyDramaList) ~~ Adapted from the manhwa ""Yeonmo"" (연모) by Lee So Young (이소영).","['Historical', 'Romance', 'Drama']","['great', 'acting', 'solid', 'plot', 'cute', 'romance', 'could', 'slightly', 'boring', 'time', 'overall', 'good', 'pacing', 'fun', 'twist', 'historical', 'drama', 'rowoon', 'great', 'usual']",0.16818181818181818,,,,,,,,,,,,0.19895833333333335,,,,0.2017857142857143,0.45833333333333337,,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Law Cafe,법대로 사랑하라,Love According To Law,2022,https://mydramalist.com/719533-love-according-to-law,"Very melodramatic at times but also has cute romance, cute characters, and a lot of sex positivity!",8.5,https://i.mydramalist.com/x33By_4t.jpg,8.0,"Jeong Ho, Yu Ri, Se Yeon, and Jin Ki have been friends for 17 years since Seoyeon High. Jeong Ho, once known as the ""Monster Genius"" in the prosecution, is now a quirky, mysterious landlord. Yu Ri, a hot-tempered lawyer, opens her own law cafe after quitting her firm. When she meets her landlord to sign a contract, she discovers he’s her old friend Jeong Ho. Their relationship evolves from friendship to love in an unpredictable, wild journey. (Source: MyDramaList) ~~ Adapted from the web novel ""Love According to Law"" (법대로 사랑하라) written by No Seung Ah (노승아) and illustrated by Il Ri (일리).","['Comedy', 'Law', 'Romance']","['melodramatic', 'time', 'also', 'cute', 'romance', 'cute', 'character', 'lot', 'sex', 'positivity']",0.44166666666666665,,,,,,,,,,,,,,,,0.4875,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Matchmakers,혼례대첩,Sending Me To You,2023,https://mydramalist.com/747083-sending-me-to-you,"Such a good comedy historical drama. Rowoon is hilarious, the female lead is gorgeous, and the ensemble cast is
A++. Very well rounded drama with comedy, political plot that kept me guessing, and cute romance. especially loved the old maidens and their couples. made me LOL and also swoon. rowoon keeps getting better in every drama of his i watch. would have liked a bit more time with the happy couple at the end but at least it was a happy ending so cant complain. also, cinematography and music was perfecf.",9.0,https://i.mydramalist.com/wJw8zN_4t.jpg,7.8,"Sim Jung Woo is an intelligent and handsome young man. He was the youngest to place first in the state examination, but he was picked to become the princess' husband. During their wedding ceremony, the princess suddenly died. Sim Jung Woo's life changed and he became the most unfortunate man. According to the Joseon period custom, he is not able to take the government post and he can't remarry. He then becomes involved with Jung Soon Deok. Jung Soon Deok is a widow whose late husband was the second son of the first vice-premier. She secretly leads another life under the pseudonym of Yeo Joo Daek. As Yeo Joo Daek, she works as a matchmaker and also peddler of women's items like cosmetics and accessories. She is the best matchmaker in the capital city of Hanyang. Sim Jung Woo and Jung Soon Deok become involved with each other and they try to get older single men and women to marry as matchmakers. (Source: AsianWiki)","['Historical', 'Comedy', 'Romance']","['good', 'comedy', 'historical', 'drama', 'rowoon', 'hilarious', 'female', 'lead', 'gorgeous', 'ensemble', 'cast', 'well', 'rounded', 'drama', 'comedy', 'political', 'plot', 'kept', 'guessing', 'cute', 'romance', 'especially', 'loved', 'old', 'maiden', 'couple', 'made', 'lol', 'also', 'swoon', 'rowoon', 'keep', 'getting', 'better', 'every', 'drama', 'watch', 'would', 'liked', 'bit', 'time', 'happy', 'couple', 'end', 'least', 'happy', 'ending', 'cant', 'complain', 'also', 'cinematography', 'music', 'perfecf']",0.4111111111111111,0.3884615384615384,,,0.3884615384615384,,,0.38749999999999996,,0.38749999999999996,0.43246753246753245,,0.39625,,,0.20555555555555555,0.4111111111111112,,,1,0,0,1,1,0,0,0,0,0,1,0,0,0
The Midnight Romance in Hagwon,졸업,Graduation,2024,https://mydramalist.com/755679-graduation,"Wow, this drama made me feel so much. Some moments it felt like a warm hug, other times it made me cry because it was so relatable in showing those moments when work and life just really bring you down. Its depiction of a realistic romance was so beautiful and refreshing. The main couple had so much chemistry and comfort with each other and their development throughout the 16 episodes was mature and thoughtful. I especially appreciated the sex positivity, which is characteristic of this writer/director and reminded me of Something in the Rain (though this drama was SO much better than that one). I also loved the scenes where the couple got in heated debates/arguments. These arguments were never toxic or dramatic, but were instead really interesting and realistic depictions of two headstrong, passionate, and stubborn people debating how to work within the flawed Korean education system, with Jun Ho wanting to teach in a new way and Hye Jin wanting to help students make the system work for them. And honestly they were just so fun to watch. I really liked the slow burn pace of this drama and that so much attention and space was afforded to the romance; this allowed it to feel fully developed so that when the marriage proposal came at the end I was so invested I was in tears. But even though the pace was slower, the drama never felt boring. I also loved the second couple too, and overall the acting of the whole cast was impeccable. This was a drama where I wouldn’t have minded 20 episodes: it would have been nice to see more of the second couple, Hye Jin meeting Jun Ho’s parents, Hye Jin in law school, a more complete ending for Pyo Sang Sub, and more of the fate of the Daechi Chase academy. But I’m happy with the finale — it wrapped things up well without feeling like everything ended too neatly or abruptly. I’m going to miss this drama and even the silly opening and ending theme songs. What a gem — so glad I didnt skip this one! I’m 
smiling just thinking about it. Probably a drama I’ll return to in the future, and definitely became one of my favorite romance dramas.

Also, apparently the actual translation of the korean title is “graduation” or “graduate.”",10.0,https://i.mydramalist.com/QJXek6_4t.jpg,7.6,"After resigning from a big company, Lee Joon Ho returns to the academy where he'd studied, this time as an instructor. He's motivated by his lingering fixation on his first love, academy teacher Seo Hye Jin. Seo Hye Jin has been a Korean language instructor for the past fourteen years. She became a star after the legendary incident labelled “Miracle of Daechi.” Just when her life begins to feel settled, former pupil and troublemaker Lee Joon Ho, whom she'd helped get into a prestigious university ten years previously, shows up and stirs up chaos. (Source: MyDramaList)","['Romance', 'Life', 'Melodrama']","['wow', 'drama', 'made', 'feel', 'much', 'moment', 'felt', 'like', 'warm', 'hug', 'time', 'made', 'cry', 'relatable', 'showing', 'moment', 'work', 'life', 'really', 'bring', 'depiction', 'realistic', 'romance', 'beautiful', 'refreshing', 'main', 'couple', 'much', 'chemistry', 'comfort', 'development', 'throughout', '16', 'episode', 'mature', 'thoughtful', 'especially', 'appreciated', 'sex', 'positivity', 'characteristic', 'writerdirector', 'reminded', 'something', 'rain', 'though', 'drama', 'much', 'better', 'one', 'also', 'loved', 'scene', 'couple', 'got', 'heated', 'debatesarguments', 'argument', 'never', 'toxic', 'dramatic', 'instead', 'really', 'interesting', 'realistic', 'depiction', 'two', 'headstrong', 'passionate', 'stubborn', 'people', 'debating', 'work', 'within', 'flawed', 'korean', 'education', 'system', 'jun', 'ho', 'wanting', 'teach', 'new', 'way', 'hye', 'jin', 'wanting', 'help', 'student', 'make', 'system', 'work', 'honestly', 'fun', 'watch', 'really', 'liked', 'slow', 'burn', 'pace', 'drama', 'much', 'attention', 'space', 'afforded', 'romance', 'allowed', 'feel', 'fully', 'developed', 'marriage', 'proposal', 'came', 'end', 'invested', 'tear', 'even', 'though', 'pace', 'slower', 'drama', 'never', 'felt', 'boring', 'also', 'loved', 'second', 'couple', 'overall', 'acting', 'whole', 'cast', 'impeccable', 'drama', 'wouldnt', 'minded', '20', 'episode', 'would', 'nice', 'see', 'second', 'couple', 'hye', 'jin', 'meeting', 'jun', 'ho', 'parent', 'hye', 'jin', 'law', 'school', 'complete', 'ending', 'pyo', 'sang', 'sub', 'fate', 'daechi', 'chase', 'academy', 'im', 'happy', 'finale', 'wrapped', 'thing', 'well', 'without', 'feeling', 'like', 'everything', 'ended', 'neatly', 'abruptly', 'im', 'going', 'miss', 'drama', 'even', 'silly', 'opening', 'ending', 'theme', 'song', 'gem', 'glad', 'didnt', 'skip', 'one', 'im', 'smiling', 'thinking', 'probably', 'drama', 'ill', 'return', 'future', 'definitely', 'became', 'one', 'favorite', 'romance', 'drama', 'also', 'apparently', 'actual', 'translation', 'korean', 'title', 'graduation', 'graduate']",0.19482323232323234,,0.20959160571229535,,,,,0.21535844556677888,,,0.21594877344877345,,,,,0.19108104858104857,0.17204425204425206,0.21515894236482472,,1,0,0,0,1,0,1,1,0,0,1,0,1,0
The Red Sleeve,옷소매 붉은 끝동,Dress Sleeved Red,2021,https://mydramalist.com/61399-dress-sleeved-red,It’s hard to describe my feelings after this drama. The show was so tragic. It was so hard to see the FL give up her freedom in exchange for love when the king could not fully love her. Then again he chose in the end to be with her in death for eternity rather than continue living as king. I agree that it would have been satisfying to have an ending where she is free and with her friends but somehow this ending feels more complex - she did love him as a person but not as the king and in the end he chose her over being the king but only could in death bc he was trapped just as much as she was. DAMN. Just so complex and so many emotions. Junho is AMAZING and the first half of this show is so pure and great before all the tragedy sinks in. Best historical drama I’ve ever watched. Rated it higher after watching the behind the scenes bc the cast has so much chemistry and I love it.,9.5,https://i.mydramalist.com/2WpKk_4t.jpg,8.8,"In 18th-century Korea, Prince Yi San is a perfectionist haunted by his father's murder. He's set to inherit the throne once his cruel grandfather, the current king, passes away. Despite the emotional scars left by his father's death, Yi San aspires to be a benevolent ruler who reforms the kingdom's laws. At court, he encounters Sung Deok Im, a spirited and intelligent young woman. While Yi San falls in love and proposes she become his concubine, Sung Deok Im grapples with the restrictions and responsibilities that come with royal life. However, as their love deepens, she begins to see the potential to bring positive change to the troubled realm through their union. (Source: MyDramaList) ~~ Adapted from the novel ""The Sleeve's Red Cuff"" (옷소매 붉은 끝동) by Kang Mi Kang (강미강).","['Historical', 'Romance', 'Drama', 'Melodrama']","['hard', 'describe', 'feeling', 'drama', 'show', 'tragic', 'hard', 'see', 'fl', 'give', 'freedom', 'exchange', 'love', 'king', 'could', 'fully', 'love', 'chose', 'end', 'death', 'eternity', 'rather', 'continue', 'living', 'king', 'agree', 'would', 'satisfying', 'ending', 'free', 'friend', 'somehow', 'ending', 'feel', 'complex', 'love', 'person', 'king', 'end', 'chose', 'king', 'could', 'death', 'bc', 'trapped', 'much', 'damn', 'complex', 'many', 'emotion', 'junho', 'amazing', 'first', 'half', 'show', 'pure', 'great', 'tragedy', 'sink', 'best', 'historical', 'drama', 'ive', 'ever', 'watched', 'rated', 'higher', 'watching', 'behind', 'scene', 'bc', 'cast', 'much', 'chemistry', 'love']",0.1708994708994709,,-0.09831349206349206,,,,,0.2532857142857143,,,,,,,,0.11978458049886621,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0
The Story of Park's Marriage Contract,열녀 박씨 계약 결혼뎐,Park S Contract Marriage Story,2023,https://mydramalist.com/747725-park-s-contract-marriage-story,"started off SO STRONG but then kind of lost me at the end. the twist of the grandpa being the real villain was kinda good, but then the random guy who had a grudge against the grandpa was so unnecessary and not fleshed out enough. MLs had great chemistry and theres lots of good kiss and cute couple scenes. the second couple/sidekicks are also good. some characters like the aunt felt entirely unnecessary. feel like it would have been stronger if it had been 14 or 16 episodes, but still overall a fun and bingeable watch.",8.5,https://i.mydramalist.com/RBPwLg_4t.jpg,8.2,"On her wedding night in the 19th century, Park Yeon U’s husband dies, revealing a long-time heart condition. Devastated, she’s then kidnapped and thrown into a well. When she wakes up, she’s in modern-day Seoul, where a man who looks exactly like her deceased husband saves her. This man, Kang Tae Ha, is a corporate heir with a traumatic past and a heart condition. He avoids relationships but agrees to a contract marriage with Yeon U to fulfill his dying grandfather’s wish to see him married. (Source MyDramaList) ~~ Adapted from the web novel ""The Story of Park's Marriage Contract"" (열녀박씨 계약결혼뎐) written by Kim Neo Ul (김너울) and illustrated by B.","['Historical', 'Mystery', 'Romance', 'Fantasy']","['started', 'strong', 'kind', 'lost', 'end', 'twist', 'grandpa', 'real', 'villain', 'kinda', 'good', 'random', 'guy', 'grudge', 'grandpa', 'unnecessary', 'fleshed', 'enough', 'ml', 'great', 'chemistry', 'there', 'lot', 'good', 'kiss', 'cute', 'couple', 'scene', 'second', 'couplesidekicks', 'also', 'good', 'character', 'like', 'aunt', 'felt', 'entirely', 'unnecessary', 'feel', 'like', 'would', 'stronger', '14', '16', 'episode', 'still', 'overall', 'fun', 'bingeable', 'watch']",0.24222222222222223,,0.23055555555555557,,,0.2363095238095238,,,,,0.21166666666666667,,,,,,,,0.2324074074074074,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Thirty but Seventeen,서른이지만 열일곱입니다,Thirty But Seventeen,2018,https://mydramalist.com/28327-thirty-but-seventeen,"An older drama that can be a bit cheesy but is over a super solid. Funny, cute romance, great cast, interesting plot (tho a bit tropey). This FL is great in everything I’ve seen her in. ML is forgettable and not that cute but their chemistry worked. Ahn  Hyeoseop is in it and he’s super young but MAN does he look different than he does in a business proposal lol.",8.5,https://i.mydramalist.com/0vVX7t.jpg,8.4,"Woo Seo Ri, a violin prodigy at seventeen who was about to study in Germany, got into a bus accident and fell into a coma, waking up thirteen years later. Mentally, she is still only seventeen, while physically, she is now thirty. Due to a trauma he experienced thirteen years earlier, Gong Woo Jin does not want to have a relationship with others. This series is about a man and a woman whose lives, in their own ways, essentially paused at seventeen. Together, they use all their might to try and open the door to the happiness they once thought had been closed to them. (Source: MyDramaList)","['Music', 'Mystery', 'Comedy', 'Romance']","['older', 'drama', 'bit', 'cheesy', 'super', 'solid', 'funny', 'cute', 'romance', 'great', 'cast', 'interesting', 'plot', 'tho', 'bit', 'tropey', 'fl', 'great', 'everything', 'ive', 'seen', 'ml', 'forgettable', 'cute', 'chemistry', 'worked', 'ahn', 'hyeoseop', 'he', 'super', 'young', 'man', 'look', 'different', 'business', 'proposal', 'lol']",0.2722222222222222,,0.2733630952380952,,,0.2611111111111111,,0.26904761904761904,,,,,0.2733630952380952,,,,0.24768518518518523,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0
To My Star,나의 별에게,To My Star,2021,https://mydramalist.com/680749-to-my-star,Cute but way too short. Wanted more cute couple moments. Love the bed kiss scene at the end tho - was def less chaste than other bl dramas I’ve seen so far.,8.0,https://i.mydramalist.com/pA3w8_4t.jpg,8.1,"Actor Kang Seo Joon was once one of South Korea’s biggest and most popular stars, but his career is now in decline. Despite his fall in popularity, he believes he has had a change of fortune when he meets and falls for a dashing young chef named Han Ji Woo. Despite having wildly different personalities, the two enter a relationship. However, their love comes under threat when the more conservative Han Ji Woo and the free-spirited Kang Seo Joon realize that their outlooks on life, love and everything else appear irrevocably different. (Source: Viki, MyDramaList)","['Comedy', 'Romance', 'Youth']","['cute', 'way', 'short', 'wanted', 'cute', 'couple', 'moment', 'love', 'bed', 'kiss', 'scene', 'end', 'tho', 'def', 'less', 'chaste', 'bl', 'drama', 'ive', 'seen', 'far']",0.22604166666666667,,,,,,,,,,0.22604166666666667,,,,,,,,0.16805555555555557,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Tomorrow with You,내일 그대와,Tomorrow With You,2017,https://mydramalist.com/18882-tomorrow-with-you,"Plot dragged a little and could be kind of convoluted but was also interesting and did keep you guessing. Chemistry is great and the relationship is very realistic. Good mix of scifi, romance, and suspense. Overall a good watch.",8.5,https://i.mydramalist.com/2dWREt.jpg,8.0,"Yoo So Joon is the successful CEO of a real estate company who has the ability to time travel when he takes the subway. Going back and forth in time, he sees his future self living a life of torment and unhappiness. To try to offset his doomed future, he decides to marry Song Ma Rin, a cheery photographer, even though he does not love her. Can Ma Rin help So Joon change his unhappy future?","['Romance', 'Drama', 'Melodrama', 'Supernatural']","['plot', 'dragged', 'little', 'could', 'kind', 'convoluted', 'also', 'interesting', 'keep', 'guessing', 'chemistry', 'great', 'relationship', 'realistic', 'good', 'mix', 'scifi', 'romance', 'suspense', 'overall', 'good', 'watch']",0.4161458333333333,,,,,,,,,,,,0.20807291666666666,,,,0.3940972222222222,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Touch Your Heart,진심이 닿다,Touch Your Heart,2019,https://mydramalist.com/30817-touch-your-heart,"Super cute, fairly uncomplicated romcom. Cute pairing of the leads and good chemistry. Funny ensemble cast - loved the other lawyers in the firm.",8.5,https://i.mydramalist.com/pWVlnt.jpg,8.2,"Oh Yoon Seo is a popular actress. She is famous for her beautiful appearance, but her acting is bad. She gets involved in a scandal with the son from a chaebol family. Her acting career declines precipitously. Oh Yoon Seo hears that a famous screenwriter wants her to play the lead female role for a drama series. The character works as a secretary for a lawyer. To gain experience for the role, Oh Yoon Seo is required to work as a lawyer's secretary for a few months. Meanwhile, Kwon Jung Rok is an attorney for a law firm. He is arrogant and cold-hearted. One day, his boss asks Kwon Jung Rok to let actress Oh Yoon Seo work as his secretary for 3 months. He is not happy about the situation, but he has to accept. (Source: AsianWiki) ~~ Adapted from the web novel “Jinsimi Dadda” by Yegeo.","['Comedy', 'Law', 'Romance', 'Drama']","['super', 'cute', 'fairly', 'uncomplicated', 'romcom', 'cute', 'pairing', 'lead', 'good', 'chemistry', 'funny', 'ensemble', 'cast', 'loved', 'lawyer', 'firm']",0.3731481481481482,,,,,,,0.3111111111111111,,0.3111111111111111,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True Beauty,여신강림,True Beauty,2020,https://mydramalist.com/38627-true-beauty,Finally a drama where I actually LIKED the love triangle and both male leads!! Acting was great and the cast is so funny. Loved the music too. Nothing too deep here but just such a fun and cute drama. Best high school drama I’ve watched,9.5,https://i.mydramalist.com/qP2kK_4t.jpg,8.3,"""True Beauty"" is a romantic comedy about a high school girl, Lim Ju Gyeong, who rises to pretty girl fame after she masters the art of make-up from YouTube. She turns into a goddess because of her makeup skills, but would rather die than reveal her bare face to anyone. It tells her love story with the only boy that saw her without makeup, Lee Su Ho. Lee Su Ho is an attractive and handsome boy who appears cold because of his dark past but is actually very caring. They grow when they meet each other, share their secrets and find love with each other, but can Su Ho make Ju Gyeong find her true beauty? (Source: Wikipedia) ~~ Adapted from the webtoon ""True Beauty"" (여신강림) by Yaongyi (야옹이).","['Comedy', 'Romance', 'Youth', 'Drama']","['finally', 'drama', 'actually', 'liked', 'love', 'triangle', 'male', 'lead', 'acting', 'great', 'cast', 'funny', 'loved', 'music', 'nothing', 'deep', 'fun', 'cute', 'drama', 'best', 'high', 'school', 'drama', 'ive', 'watched']",0.3435714285714286,,,,0.36883333333333335,,,0.34020833333333333,,,,,,,,,,0.3436111111111111,,1,0,0,1,1,0,0,0,0,0,1,0,0,0
True to Love,보라! 데보라,I M Serious About Dating,2023,https://mydramalist.com/725573-i-m-serious-about-dating,"this started promising. the concept was interesting, and the first few episodes were a bit slow but decent. but then it got boring. then it picked up again in the middle and had some cute moments with the main couple. the ML is so cute (esp when he smiles) so i was pretty invested for a bit but then they did the whole miscommunication trope that annoyed me. it took a million eps for the leads to confess to liking each other which was just frustrating. also all the side couples were weird. the married couple was boring and felt like an odd match. the boss and the girl at work had a big age difference that felt a bit creepy. the sister seemed to be in her early or mid twenties but acted and was treated like a child, and her boyf was low key a bit stalkery at first. also he was not cute and their relationship was not that deep yet ended in a pregnancy and marriage which was weird. overall a below avg drama with a few bright spots.",7.0,https://i.mydramalist.com/0wmeZk_4t.jpg,8.1,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart. As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her. Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company. (Source: CK Warrior at MyDramaList)","['Comedy', 'Romance', 'Life', 'Melodrama']","['started', 'promising', 'concept', 'interesting', 'first', 'episode', 'bit', 'slow', 'decent', 'got', 'boring', 'picked', 'middle', 'cute', 'moment', 'main', 'couple', 'ml', 'cute', 'esp', 'smile', 'pretty', 'invested', 'bit', 'whole', 'miscommunication', 'trope', 'annoyed', 'took', 'million', 'eps', 'lead', 'confess', 'liking', 'frustrating', 'also', 'side', 'couple', 'weird', 'married', 'couple', 'boring', 'felt', 'like', 'odd', 'match', 'bos', 'girl', 'work', 'big', 'age', 'difference', 'felt', 'bit', 'creepy', 'sister', 'seemed', 'early', 'mid', 'twenty', 'acted', 'treated', 'like', 'child', 'boyf', 'low', 'key', 'bit', 'stalkery', 'first', 'also', 'cute', 'relationship', 'deep', 'yet', 'ended', 'pregnancy', 'marriage', 'weird', 'overall', 'avg', 'drama', 'bright', 'spot']",-0.04570707070707072,,,,,-0.024782608695652186,,,,,-0.024782608695652186,-0.04379595588235294,,,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Twenty-Five Twenty-One,스물다섯 스물하나,Twenty Five Twenty One,2022,https://mydramalist.com/695149-twenty-five-twenty-one,Would have been a 10/10 drama if not for the ending. The breakup didn’t make sense for their characters. They were such a unique and strong couple out of any kdrama I’d ever seen and then to have them break up just bc of long distance fell completely flat. Side characters in this show are amazing I loved them all. Also the music and costumes were great.,9.0,https://i.mydramalist.com/ROOPo_4t.jpg,8.8,"During the South Korean financial crisis, teen fencer Na Hee Do's high school team is disbanded, but she overcomes obstacles to join the national team. Meanwhile, Baek Yi Jin's life is turned upside down as his family's business goes bankrupt, forcing him to go from wealth to poverty. Despite his struggles, he works part-time and eventually becomes a sports reporter. (Source: MyDramaList)","['Romance', 'Life', 'Drama', 'Melodrama']","['would', '1010', 'drama', 'ending', 'breakup', 'didnt', 'make', 'sense', 'character', 'unique', 'strong', 'couple', 'kdrama', 'id', 'ever', 'seen', 'break', 'bc', 'long', 'distance', 'fell', 'completely', 'flat', 'side', 'character', 'show', 'amazing', 'loved', 'also', 'music', 'costume', 'great']",0.35416666666666663,,0.43583333333333335,,,,,,,,0.33722222222222226,,,,,0.17708333333333331,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Twinkling Watermelon,반짝이는 워터멜론,Sparkling Watermelon,2023,https://mydramalist.com/739603-sparkling-watermelon,extremely wholesome. a drama that pulls you in and gives you all the feels. good ensemble cast. funny. male leads are cute. heartwarming plot. nice ending. an all rounder. love the spotlight it shines on the deaf community and accessibility. actors are all really good.,9.0,https://i.mydramalist.com/2w44jE_4t.jpg,9.2,"In 2023, high school student Eun Gyeol, a CODA with a passion for music, leads a double life as a model pupil by day and a guitarist by night. When he discovers a mysterious music store, he's unexpectedly transported back to 1995, where he meets his father, Ha Yi Chan, as a high schooler. Yi Chan doesn't recognize him and is infatuated with a cellist, Se Kyeong, not Eun Gyeol's mother, Cheong Ah. To set things right, Eun Gyeol joins a band led by Yi Chan, hoping to reunite his future parents and return to the present. (Source: MyDramaList)","['Romance', 'Youth', 'Drama', 'Fantasy']","['extremely', 'wholesome', 'drama', 'pull', 'give', 'feel', 'good', 'ensemble', 'cast', 'funny', 'male', 'lead', 'cute', 'heartwarming', 'plot', 'nice', 'ending', 'rounder', 'love', 'spotlight', 'shine', 'deaf', 'community', 'accessibility', 'actor', 'really', 'good']",0.390625,,,,0.42499999999999993,,,0.35624999999999996,,0.35624999999999996,,,0.4325,,,0.46041666666666664,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Undercover High School,언더커버하이스쿨,Undercover High School,2025,https://mydramalist.com/765779-undercover-high-school,"super fun drama. seo kang jun is so charismatic in this role. the comedy from him and also from the female lead and ensemble cast is on point. the plot was a little bit basic at times, but it had its fair share of heartwarming and thrilling moments. it even had a few teary moments like when the ml finds his dead dad and when the students say bye to him at the end with the paper airplanes. overall worth a watch. and they teased a season 2 at the end where the ml returns to another high school, this time as an undercover teacher. i would definitley watch that. my only complaint is that i wanted more romance between the leads.",8.5,https://i.mydramalist.com/yWODkN_4t.jpg,8.5,"Jung Hae Seong, an elite NIS agent facing demotion, goes undercover at Byeongmun High School to locate King Gojong’s missing gold bars. Posing as a student, he encounters O Su A, a contract Korean history teacher with dreams of becoming a full-time faculty member. As they grow closer, Hae Seong uncovers the school's dark corruption. With the help of others, he begins his fight against the powerful forces at play. (Source: MyDramaList)","['Action', 'Comedy', 'Romance', 'Crime']","['super', 'fun', 'drama', 'seo', 'kang', 'jun', 'charismatic', 'role', 'comedy', 'also', 'female', 'lead', 'ensemble', 'cast', 'point', 'plot', 'little', 'bit', 'basic', 'time', 'fair', 'share', 'heartwarming', 'thrilling', 'moment', 'even', 'teary', 'moment', 'like', 'ml', 'find', 'dead', 'dad', 'student', 'say', 'bye', 'end', 'paper', 'airplane', 'overall', 'worth', 'watch', 'teased', 'season', '2', 'end', 'ml', 'return', 'another', 'high', 'school', 'time', 'undercover', 'teacher', 'would', 'definitley', 'watch', 'complaint', 'wanted', 'romance', 'lead']",0.13473958333333333,0.23149305555555555,,,0.23149305555555555,0.1270701058201058,,0.18427083333333333,,0.18427083333333333,,,0.18427083333333333,,,,0.06736979166666666,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0
